"SDO_ID","SDO_Name","Geogr_Laenge","Geogr_Breite","Hoehe_ueber_NN","Metadata_Link"
"1246","Ennigerloh-Ostenfelde","8,0607","51,8418","104.0","https://cdc.dwd.de/rest/metadata/station/html/812300068071"
"2268","Hofheim","10,5156","50,1351","265.0","https://cdc.dwd.de/rest/metadata/station/html/812300069351"
"4349","Sachsenheim","9,0711","48,9569","251.0","https://cdc.dwd.de/rest/metadata/station/html/812300069927"
"7396","Hoherodskopf/Vogelsberg","9,2246","50,5084","740.0","https://cdc.dwd.de/rest/metadata/station/html/812300071207"
"2790","Kusel-Fünfbirken","7,4134","49,5592","296.0","https://cdc.dwd.de/rest/metadata/station/html/812300072487"
"5046","Tirschenreuth-Lodermühl","12,3542","49,8576","501.0","https://cdc.dwd.de/rest/metadata/station/html/812300073063"
"3139","Maisach-Gernlinden","11,2965","48,2166","509.0","https://cdc.dwd.de/rest/metadata/station/html/812300074343"
"6275","Notzingen","9,4627","48,6705","327.0","https://cdc.dwd.de/rest/metadata/station/html/812300074919"
"4271","Rostock-Warnemünde","12,0808","54,1803","5.0","https://cdc.dwd.de/rest/metadata/station/html/812300076199"
"4396","Sankt Wendel-Hof","7,2036","49,4672","400.0","https://cdc.dwd.de/rest/metadata/station/html/812300077479"
"7105","Siegsdorf-Höll","12,6548","47,8350","719.0","https://cdc.dwd.de/rest/metadata/station/html/812300078055"
"4018","Puch","11,2206","48,1877","550.0","https://cdc.dwd.de/rest/metadata/station/html/812300079335"
"867","Lautertal-Oberlauter","10,9679","50,3066","344.0","https://cdc.dwd.de/rest/metadata/station/html/812300079911"
"2306","Hohwacht","10,6732","54,3194","8.0","https://cdc.dwd.de/rest/metadata/station/html/812300081191"
"355","Bensheim","8,6276","49,6789","140.0","https://cdc.dwd.de/rest/metadata/station/html/812300082471"
"433","Berlin-Tempelhof","13,4020","52,4676","48.0","https://cdc.dwd.de/rest/metadata/station/html/812300083047"
"5306","Waldhäuser (National Park)","13,4641","48,9293","940.0","https://cdc.dwd.de/rest/metadata/station/html/812300084327"
